"UserName","Name","Service","Host"
"PB440G5-002021$","PB440G5-002021","HOST","PB440G5-002021,PB440G5-002021.solomonedwards.com"
"PB440G5-002226$","PB440G5-002226","RestrictedKrbHost","PB440G5-002226,PB440G5-002226.solomonedwards.com"
"PB440G5-002226$","PB440G5-002226","HOST","PB440G5-002226,PB440G5-002226.solomonedwards.com"
"9K4MHK2$","9K4MHK2","TERMSRV","9K4MHK2,9K4MHK2.solomonedwards.com"
"9K4MHK2$","9K4MHK2","RestrictedKrbHost","9K4MHK2,9K4MHK2.solomonedwards.com"
"9K4MHK2$","9K4MHK2","HOST","9K4MHK2,9K4MHK2.solomonedwards.com"
"SOLOMON-PRT01$","SOLOMON-PRT01","TERMSRV","Solomon-Prt01.solomonedwards.com,SOLOMON-PRT01"
"SOLOMON-PRT01$","SOLOMON-PRT01","WSMAN","Solomon-Prt01,Solomon-Prt01.solomonedwards.com"
"SOLOMON-PRT01$","SOLOMON-PRT01","RestrictedKrbHost","SOLOMON-PRT01,Solomon-Prt01.solomonedwards.com"
"SOLOMON-PRT01$","SOLOMON-PRT01","HOST","SOLOMON-PRT01,Solomon-Prt01.solomonedwards.com"
"SFO-L-440G0MHY$","SFO-L-440G0MHY","RestrictedKrbHost","SFO-L-440G0MHY,SFO-L-440G0MHY.solomonedwards.com"
"SFO-L-440G0MHY$","SFO-L-440G0MHY","HOST","SFO-L-440G0MHY,SFO-L-440G0MHY.solomonedwards.com"
"EB840G1-1590$","EB840G1-1590","RestrictedKrbHost","EB840G1-1590.solomonedwards.com,EB840G1-1590"
"EB840G1-1590$","EB840G1-1590","HOST","EB840G1-1590.solomonedwards.com,EB840G1-1590"
"EB840G4-002167$","EB840G4-002167","RestrictedKrbHost","EB840G4-002167,EB840G4-002167.solomonedwards.com"
"EB840G4-002167$","EB840G4-002167","HOST","EB840G4-002167,EB840G4-002167.solomonedwards.com"
"PHL-L-S510REG4$","PHL-L-S510REG4","RestrictedKrbHost","PHL-L-S510REG4,PHL-L-S510REG4.solomonedwards.com"
"PHL-L-S510REG4$","PHL-L-S510REG4","HOST","PHL-L-S510REG4,PHL-L-S510REG4.solomonedwards.com"
"SOLOMON-LYNC08$","SOLOMON-LYNC08","TERMSRV","SOLOMON-LYNC08,Solomon-Lync08.solomonedwards.com"
"SOLOMON-LYNC08$","SOLOMON-LYNC08","WSMAN","Solomon-Lync08,Solomon-Lync08.solomonedwards.com"
"SOLOMON-LYNC08$","SOLOMON-LYNC08","RestrictedKrbHost","SOLOMON-LYNC08,Solomon-Lync08.solomonedwards.com"
"SOLOMON-LYNC08$","SOLOMON-LYNC08","HOST","SOLOMON-LYNC08,Solomon-Lync08.solomonedwards.com"
"OC7ZWCZ1$","OC7ZWCZ1","TERMSRV","OC7ZWCZ1,OC7ZWCZ1.solomonedwards.com"
"OC7ZWCZ1$","OC7ZWCZ1","RestrictedKrbHost","OC7ZWCZ1,OC7ZWCZ1.solomonedwards.com"
"OC7ZWCZ1$","OC7ZWCZ1","HOST","OC7ZWCZ1,OC7ZWCZ1.solomonedwards.com"
"DLAT-002159$","DLAT-002159","RestrictedKrbHost","DLAT-002159,DLat-002159.solomonedwards.com"
"DLAT-002159$","DLAT-002159","HOST","DLAT-002159,DLat-002159.solomonedwards.com"
"HOU-L-8460B91Q$","HOU-L-8460B91Q","TERMSRV","HOU-L-8460B91Q.solomonedwards.com,HOU-L-8460B91Q"
"HOU-L-8460B91Q$","HOU-L-8460B91Q","RestrictedKrbHost","HOU-L-8460B91Q.solomonedwards.com,HOU-L-8460B91Q"
"HOU-L-8460B91Q$","HOU-L-8460B91Q","HOST","HOU-L-8460B91Q.solomonedwards.com,HOU-L-8460B91Q"
"EB840G1-002134$","EB840G1-002134","RestrictedKrbHost","EB840G1-002134.solomonedwards.com,EB840G1-002134"
"EB840G1-002134$","EB840G1-002134","HOST","EB840G1-002134.solomonedwards.com,EB840G1-002134"
"GPTEST$","GPTEST","TERMSRV","GPTest.solomonedwards.com,GPTEST"
"GPTEST$","GPTEST","RestrictedKrbHost","GPTEST,GPTest.solomonedwards.com"
"GPTEST$","GPTEST","HOST","GPTEST,GPTest.solomonedwards.com"
"9K4JHK2$","9K4JHK2","TERMSRV","9K4JHK2.solomonedwards.com,9K4JHK2"
"9K4JHK2$","9K4JHK2","RestrictedKrbHost","9K4JHK2,9K4JHK2.solomonedwards.com"
"9K4JHK2$","9K4JHK2","HOST","9K4JHK2,9K4JHK2.solomonedwards.com"
"PB440G5-002204$","PB440G5-002204","RestrictedKrbHost","PB440G5-002204,PB440G5-002204.solomonedwards.com"
"PB440G5-002204$","PB440G5-002204","HOST","PB440G5-002204,PB440G5-002204.solomonedwards.com"
"OC7TWCZ1$","OC7TWCZ1","TERMSRV","OC7TWCZ1,OC7TWCZ1.solomonedwards.com"
"OC7TWCZ1$","OC7TWCZ1","RestrictedKrbHost","OC7TWCZ1,OC7TWCZ1.solomonedwards.com"
"OC7TWCZ1$","OC7TWCZ1","HOST","OC7TWCZ1,OC7TWCZ1.solomonedwards.com"
"9K4GHK2$","9K4GHK2","TERMSRV","9K4GHK2,9K4GHK2.solomonedwards.com"
"9K4GHK2$","9K4GHK2","RestrictedKrbHost","9K4GHK2,9K4GHK2.solomonedwards.com"
"9K4GHK2$","9K4GHK2","HOST","9K4GHK2,9K4GHK2.solomonedwards.com"
"9K3DHK2$","9K3DHK2","TERMSRV","9K3DHK2,9K3DHK2.solomonedwards.com"
"9K3DHK2$","9K3DHK2","RestrictedKrbHost","9K3DHK2,9K3DHK2.solomonedwards.com"
"9K3DHK2$","9K3DHK2","HOST","9K3DHK2,9K3DHK2.solomonedwards.com"
"SEGCONS-PC$","SEGCONS-PC","RestrictedKrbHost","SEGCONS-PC,SEGCONS-PC.solomonedwards.com"
"SEGCONS-PC$","SEGCONS-PC","HOST","SEGCONS-PC,SEGCONS-PC.solomonedwards.com"
"PHL-L-E840CJG9$","PHL-L-E840CJG9","TERMSRV","PHL-L-E840CJG9.solomonedwards.com,PHL-L-E840CJG9"
"PHL-L-E840CJG9$","PHL-L-E840CJG9","RestrictedKrbHost","PHL-L-E840CJG9,PHL-L-E840CJG9.solomonedwards.com"
"PHL-L-E840CJG9$","PHL-L-E840CJG9","HOST","PHL-L-E840CJG9,PHL-L-E840CJG9.solomonedwards.com"
"9K2HHK2$","9K2HHK2","TERMSRV","9K2HHK2,9K2HHK2.solomonedwards.com"
"9K2HHK2$","9K2HHK2","RestrictedKrbHost","9K2HHK2,9K2HHK2.solomonedwards.com"
"9K2HHK2$","9K2HHK2","HOST","9K2HHK2,9K2HHK2.solomonedwards.com"
"9K4DHK2$","9K4DHK2","TERMSRV","9K4DHK2.solomonedwards.com,9K4DHK2"
"9K4DHK2$","9K4DHK2","RestrictedKrbHost","9K4DHK2,9K4DHK2.solomonedwards.com"
"9K4DHK2$","9K4DHK2","HOST","9K4DHK2,9K4DHK2.solomonedwards.com"
"SURFACE4-002169$","SURFACE4-002169","RestrictedKrbHost","SURFACE4-002169,SURFACE4-002169.solomonedwards.com"
"SURFACE4-002169$","SURFACE4-002169","HOST","SURFACE4-002169,SURFACE4-002169.solomonedwards.com"
"SFO-L-P440D1Z0$","SFO-L-P440D1Z0","RestrictedKrbHost","SFO-L-P440D1Z0,SFO-L-P440D1Z0.solomonedwards.com"
"SFO-L-P440D1Z0$","SFO-L-P440D1Z0","HOST","SFO-L-P440D1Z0,SFO-L-P440D1Z0.solomonedwards.com"
"PB4440S-1102$","PB4440S-1102","RestrictedKrbHost","PB4440S-1102,PB4440S-1102.solomonedwards.com"
"PB4440S-1102$","PB4440S-1102","HOST","PB4440S-1102,PB4440S-1102.solomonedwards.com"
"PB440G2-1592$","PB440G2-1592","RestrictedKrbHost","PB440G2-1592,PB440G2-1592.solomonedwards.com"
"PB440G2-1592$","PB440G2-1592","HOST","PB440G2-1592,PB440G2-1592.solomonedwards.com"
"HOU-L-84020G9$","HOU-L-84020G9","RestrictedKrbHost","HOU-L-84020G9.solomonedwards.com,HOU-L-84020G9"
"HOU-L-84020G9$","HOU-L-84020G9","HOST","HOU-L-84020G9.solomonedwards.com,HOU-L-84020G9"
"PB440G5-002220$","PB440G5-002220","RestrictedKrbHost","PB440G5-002220,PB440G5-002220.solomonedwards.com"
"PB440G5-002220$","PB440G5-002220","HOST","PB440G5-002220,PB440G5-002220.solomonedwards.com"
"PHL-I-4440041S$","PHL-I-4440041S","TERMSRV","PHL-I-4440041S.solomonedwards.com,PHL-I-4440041S"
"PHL-I-4440041S$","PHL-I-4440041S","RestrictedKrbHost","PHL-I-4440041S,PHL-I-4440041S.solomonedwards.com"
"PHL-I-4440041S$","PHL-I-4440041S","HOST","PHL-I-4440041S,PHL-I-4440041S.solomonedwards.com"
"PB440G5-002160$","PB440G5-002160","RestrictedKrbHost","PB440G5-002160,PB440G5-002160.solomonedwards.com"
"PB440G5-002160$","PB440G5-002160","HOST","PB440G5-002160,PB440G5-002160.solomonedwards.com"
"PB440G5-002117$","PB440G5-002117","RestrictedKrbHost","PB440G5-002117,PB440G5-002117.solomonedwards.com"
"PB440G5-002117$","PB440G5-002117","HOST","PB440G5-002117,PB440G5-002117.solomonedwards.com"
"PB440G5-002210$","PB440G5-002210","RestrictedKrbHost","PB440G5-002210,PB440G5-002210.solomonedwards.com"
"PB440G5-002210$","PB440G5-002210","HOST","PB440G5-002210,PB440G5-002210.solomonedwards.com"
"PB440G5-002198$","PB440G5-002198","RestrictedKrbHost","PB440G5-002198,PB440G5-002198.solomonedwards.com"
"PB440G5-002198$","PB440G5-002198","HOST","PB440G5-002198,PB440G5-002198.solomonedwards.com"
"PHLC-L-44401702$","PHLC-L-44401702","TERMSRV","PHLC-L-44401702.solomonedwards.com,PHLC-L-44401702"
"PHLC-L-44401702$","PHLC-L-44401702","RestrictedKrbHost","PHLC-L-44401702.solomonedwards.com,PHLC-L-44401702"
"PHLC-L-44401702$","PHLC-L-44401702","HOST","PHLC-L-44401702.solomonedwards.com,PHLC-L-44401702"
"AZURE-AD02$","AZURE-AD02","WSMAN","AZURE-AD02.solomonedwards.com,AZURE-AD02"
"AZURE-AD02$","AZURE-AD02","TERMSRV","AZURE-AD02.solomonedwards.com,AZURE-AD02"
"AZURE-AD02$","AZURE-AD02","RestrictedKrbHost","AZURE-AD02,AZURE-AD02.solomonedwards.com"
"AZURE-AD02$","AZURE-AD02","HOST","AZURE-AD02,AZURE-AD02.solomonedwards.com"
"PHLP-L-SPEC1BC7$","PHLP-L-SPEC1BC7","TERMSRV","PHLP-L-SPEC1BC7.solomonedwards.com,PHLP-L-SPEC1BC7"
"PHLP-L-SPEC1BC7$","PHLP-L-SPEC1BC7","RestrictedKrbHost","PHLP-L-SPEC1BC7,PHLP-L-SPEC1BC7.solomonedwards.com"
"PHLP-L-SPEC1BC7$","PHLP-L-SPEC1BC7","HOST","PHLP-L-SPEC1BC7,PHLP-L-SPEC1BC7.solomonedwards.com"
"PB4440S-2083$","PB4440S-2083","RestrictedKrbHost","PB4440S-2083,PB4440S-2083.solomonedwards.com"
"PB4440S-2083$","PB4440S-2083","HOST","PB4440S-2083,PB4440S-2083.solomonedwards.com"
"PB440G4-2074$","PB440G4-2074","TERMSRV","PB440G4-2074,PB440G4-2074.solomonedwards.com"
"PB440G4-2074$","PB440G4-2074","RestrictedKrbHost","PB440G4-2074.solomonedwards.com,PB440G4-2074"
"PB440G4-2074$","PB440G4-2074","HOST","PB440G4-2074.solomonedwards.com,PB440G4-2074"
"SFO-L-P4400DV0$","SFO-L-P4400DV0","RestrictedKrbHost","SFO-L-P4400DV0.solomonedwards.com,SFO-L-P4400DV0"
"SFO-L-P4400DV0$","SFO-L-P4400DV0","HOST","SFO-L-P4400DV0.solomonedwards.com,SFO-L-P4400DV0"
"9K3GHK2$","9K3GHK2","TERMSRV","9K3GHK2,9K3GHK2.solomonedwards.com"
"9K3GHK2$","9K3GHK2","RestrictedKrbHost","9K3GHK2,9K3GHK2.solomonedwards.com"
"9K3GHK2$","9K3GHK2","HOST","9K3GHK2,9K3GHK2.solomonedwards.com"
"PHL-L-E8401DX2$","PHL-L-E8401DX2","RestrictedKrbHost","PHL-L-E8401DX2,PHL-L-E8401DX2.solomonedwards.com"
"PHL-L-E8401DX2$","PHL-L-E8401DX2","HOST","PHL-L-E8401DX2,PHL-L-E8401DX2.solomonedwards.com"
"EB840G1-1520$","EB840G1-1520","RestrictedKrbHost","EB840G1-1520,EB840G1-1520.solomonedwards.com"
"EB840G1-1520$","EB840G1-1520","HOST","EB840G1-1520,EB840G1-1520.solomonedwards.com"
"PB440G5-002174$","PB440G5-002174","RestrictedKrbHost","PB440G5-002174,PB440G5-002174.solomonedwards.com"
"PB440G5-002174$","PB440G5-002174","HOST","PB440G5-002174,PB440G5-002174.solomonedwards.com"
"TPEE531-1292$","TPEE531-1292","RestrictedKrbHost","TPEE531-1292,TPEE531-1292.solomonedwards.com"
"TPEE531-1292$","TPEE531-1292","HOST","TPEE531-1292,TPEE531-1292.solomonedwards.com"
"PB450G6-002236$","PB450G6-002236","RestrictedKrbHost","PB450G6-002236,PB450G6-002236.solomonedwards.com"
"PB450G6-002236$","PB450G6-002236","HOST","PB450G6-002236,PB450G6-002236.solomonedwards.com"
"EB840G5-002176$","EB840G5-002176","RestrictedKrbHost","EB840G5-002176,EB840G5-002176.solomonedwards.com"
"EB840G5-002176$","EB840G5-002176","HOST","EB840G5-002176,EB840G5-002176.solomonedwards.com"
"PB440G5-002119$","PB440G5-002119","RestrictedKrbHost","PB440G5-002119,PB440G5-002119.solomonedwards.com"
"PB440G5-002119$","PB440G5-002119","HOST","PB440G5-002119,PB440G5-002119.solomonedwards.com"
"HOUC-L-444005HQ$","HOUC-L-444005HQ","TERMSRV","HOUC-L-444005HQ.solomonedwards.com,HOUC-L-444005HQ"
"HOUC-L-444005HQ$","HOUC-L-444005HQ","RestrictedKrbHost","HOUC-L-444005HQ,HOUC-L-444005HQ.solomonedwards.com"
"HOUC-L-444005HQ$","HOUC-L-444005HQ","HOST","HOUC-L-444005HQ,HOUC-L-444005HQ.solomonedwards.com"
"PB440G5-002127$","PB440G5-002127","RestrictedKrbHost","PB440G5-002127,PB440G5-002127.solomonedwards.com"
"PB440G5-002127$","PB440G5-002127","HOST","PB440G5-002127,PB440G5-002127.solomonedwards.com"
"PB440G5-002151$","PB440G5-002151","RestrictedKrbHost","PB440G5-002151,PB440G5-002151.solomonedwards.com"
"PB440G5-002151$","PB440G5-002151","HOST","PB440G5-002151,PB440G5-002151.solomonedwards.com"
"PHLA-L-9470BTC3$","PHLA-L-9470BTC3","RestrictedKrbHost","PHLA-L-9470BTC3,PHLA-L-9470BTC3.solomonedwards.com"
"PHLA-L-9470BTC3$","PHLA-L-9470BTC3","HOST","PHLA-L-9470BTC3,PHLA-L-9470BTC3.solomonedwards.com"
"PB440G4-002108$","PB440G4-002108","RestrictedKrbHost","PB440G4-002108,PB440G4-002108.solomonedwards.com"
"PB440G4-002108$","PB440G4-002108","HOST","PB440G4-002108,PB440G4-002108.solomonedwards.com"
"PHL-L-P4405DBN$","PHL-L-P4405DBN","RestrictedKrbHost","PHL-L-P4405DBN,PHL-L-P4405DBN.solomonedwards.com"
"PHL-L-P4405DBN$","PHL-L-P4405DBN","HOST","PHL-L-P4405DBN,PHL-L-P4405DBN.solomonedwards.com"
"SF-840-ABA$","SF-840-ABA","RestrictedKrbHost","SF-840-ABA,sf-840-aba.solomonedwards.com"
"SF-840-ABA$","SF-840-ABA","HOST","SF-840-ABA,sf-840-aba.solomonedwards.com"
"PB440G3-2062$","PB440G3-2062","RestrictedKrbHost","PB440G3-2062,PB440G3-2062.solomonedwards.com"
"PB440G3-2062$","PB440G3-2062","HOST","PB440G3-2062,PB440G3-2062.solomonedwards.com"
"PB440G5-002049$","PB440G5-002049","RestrictedKrbHost","PB440G5-002049,PB440G5-002049.solomonedwards.com"
"PB440G5-002049$","PB440G5-002049","HOST","PB440G5-002049,PB440G5-002049.solomonedwards.com"
"PB440G5-002157$","PB440G5-002157","RestrictedKrbHost","PB440G5-002157,PB440G5-002157.solomonedwards.com"
"PB440G5-002157$","PB440G5-002157","HOST","PB440G5-002157,PB440G5-002157.solomonedwards.com"
"DESKTOP-FK9P7QO$","DESKTOP-FK9P7QO","RestrictedKrbHost","DESKTOP-FK9P7QO,DESKTOP-FK9P7QO.solomonedwards.com"
"DESKTOP-FK9P7QO$","DESKTOP-FK9P7QO","HOST","DESKTOP-FK9P7QO,DESKTOP-FK9P7QO.solomonedwards.com"
"PB440G5-002161$","PB440G5-002161","RestrictedKrbHost","PB440G5-002161,PB440G5-002161.solomonedwards.com"
"PB440G5-002161$","PB440G5-002161","HOST","PB440G5-002161,PB440G5-002161.solomonedwards.com"
"PHLP-S-SURF5253$","PHLP-S-SURF5253","TERMSRV","PHLP-S-SURF5253.solomonedwards.com,PHLP-S-SURF5253"
"PHLP-S-SURF5253$","PHLP-S-SURF5253","RestrictedKrbHost","PHLP-S-SURF5253.solomonedwards.com,PHLP-S-SURF5253"
"PHLP-S-SURF5253$","PHLP-S-SURF5253","HOST","PHLP-S-SURF5253.solomonedwards.com,PHLP-S-SURF5253"
"PHLSQL03$","PHLSQL03","WSMAN","PHLSQL03.solomonedwards.com,PHLSQL03"
"PHLSQL03$","PHLSQL03","MSSQLSvc","PHLSQL03.solomonedwards.com:1433"
"PHLSQL03$","PHLSQL03","HOST","PHLSQL03.solomonedwards.com,PHLSQL03"
"PB440G5-002114$","PB440G5-002114","RestrictedKrbHost","PB440G5-002114,PB440G5-002114.solomonedwards.com"
"PB440G5-002114$","PB440G5-002114","HOST","PB440G5-002114,PB440G5-002114.solomonedwards.com"
"EB840G5-002209$","EB840G5-002209","RestrictedKrbHost","EB840G5-002209,EB840G5-002209.solomonedwards.com"
"EB840G5-002209$","EB840G5-002209","HOST","EB840G5-002209,EB840G5-002209.solomonedwards.com"
"PB450G6-002241$","PB450G6-002241","RestrictedKrbHost","PB450G6-002241,PB450G6-002241.solomonedwards.com"
"PB450G6-002241$","PB450G6-002241","HOST","PB450G6-002241,PB450G6-002241.solomonedwards.com"
"PB440G4-002067$","PB440G4-002067","RestrictedKrbHost","PB440G4-002067,PB440G4-002067.solomonedwards.com"
"PB440G4-002067$","PB440G4-002067","HOST","PB440G4-002067,PB440G4-002067.solomonedwards.com"
"9K3JHK2$","9K3JHK2","TERMSRV","9K3JHK2,9K3JHK2.solomonedwards.com"
"9K3JHK2$","9K3JHK2","RestrictedKrbHost","9K3JHK2,9K3JHK2.solomonedwards.com"
"9K3JHK2$","9K3JHK2","HOST","9K3JHK2,9K3JHK2.solomonedwards.com"
"PB440G5-002229$","PB440G5-002229","RestrictedKrbHost","PB440G5-002229,PB440G5-002229.solomonedwards.com"
"PB440G5-002229$","PB440G5-002229","HOST","PB440G5-002229,PB440G5-002229.solomonedwards.com"
"PB440G4-002110$","PB440G4-002110","RestrictedKrbHost","PB440G4-002110,PB440G4-002110.solomonedwards.com"
"PB440G4-002110$","PB440G4-002110","HOST","PB440G4-002110,PB440G4-002110.solomonedwards.com"
"PB450G6-002239$","PB450G6-002239","RestrictedKrbHost","PB450G6-002239,PB450G6-002239.solomonedwards.com"
"PB450G6-002239$","PB450G6-002239","HOST","PB450G6-002239,PB450G6-002239.solomonedwards.com"
"PB440G5-002216$","PB440G5-002216","RestrictedKrbHost","PB440G5-002216,PB440G5-002216.solomonedwards.com"
"PB440G5-002216$","PB440G5-002216","HOST","PB440G5-002216,PB440G5-002216.solomonedwards.com"
"PB450G6-002243$","PB450G6-002243","RestrictedKrbHost","PB450G6-002243,PB450G6-002243.solomonedwards.com"
"PB450G6-002243$","PB450G6-002243","HOST","PB450G6-002243,PB450G6-002243.solomonedwards.com"
"PB440G5-002213$","PB440G5-002213","RestrictedKrbHost","PB440G5-002213,PB440G5-002213.solomonedwards.com"
"PB440G5-002213$","PB440G5-002213","HOST","PB440G5-002213,PB440G5-002213.solomonedwards.com"
"EB840G4-002168$","EB840G4-002168","RestrictedKrbHost","EB840G4-002168,EB840G4-002168.solomonedwards.com"
"EB840G4-002168$","EB840G4-002168","HOST","EB840G4-002168,EB840G4-002168.solomonedwards.com"
"SEG-VDI-A-010$","SEG-VDI-A-010","TERMSRV","SEG-VDI-A-010,SEG-VDI-A-010.solomonedwards.com"
"SEG-VDI-A-010$","SEG-VDI-A-010","RestrictedKrbHost","SEG-VDI-A-010,SEG-VDI-A-010.solomonedwards.com"
"SEG-VDI-A-010$","SEG-VDI-A-010","HOST","SEG-VDI-A-010,SEG-VDI-A-010.solomonedwards.com"
"PB450G6-002247$","PB450G6-002247","RestrictedKrbHost","PB450G6-002247,PB450G6-002247.solomonedwards.com"
"PB450G6-002247$","PB450G6-002247","HOST","PB450G6-002247,PB450G6-002247.solomonedwards.com"
"EB840G2-2050$","EB840G2-2050","RestrictedKrbHost","EB840G2-2050,EB840G2-2050.solomonedwards.com"
"EB840G2-2050$","EB840G2-2050","HOST","EB840G2-2050,EB840G2-2050.solomonedwards.com"
"9K2GHK2$","9K2GHK2","TERMSRV","9K2GHK2,9K2GHK2.solomonedwards.com"
"9K2GHK2$","9K2GHK2","RestrictedKrbHost","9K2GHK2,9K2GHK2.solomonedwards.com"
"9K2GHK2$","9K2GHK2","HOST","9K2GHK2,9K2GHK2.solomonedwards.com"
"SURFACE4-002181$","SURFACE4-002181","RestrictedKrbHost","SURFACE4-002181,SURFACE4-002181.solomonedwards.com"
"SURFACE4-002181$","SURFACE4-002181","HOST","SURFACE4-002181,SURFACE4-002181.solomonedwards.com"
"PB440G3-2059$","PB440G3-2059","RestrictedKrbHost","PB440G3-2059,PB440G3-2059.solomonedwards.com"
"PB440G3-2059$","PB440G3-2059","HOST","PB440G3-2059,PB440G3-2059.solomonedwards.com"
"PHLC-L-444003YS$","PHLC-L-444003YS","TERMSRV","PHLC-L-444003YS.solomonedwards.com,PHLC-L-444003YS"
"PHLC-L-444003YS$","PHLC-L-444003YS","RestrictedKrbHost","PHLC-L-444003YS,PHLC-L-444003YS.solomonedwards.com"
"PHLC-L-444003YS$","PHLC-L-444003YS","HOST","PHLC-L-444003YS,PHLC-L-444003YS.solomonedwards.com"
"CHIC-L-8460B8D6$","CHIC-L-8460B8D6","TERMSRV","CHIC-L-8460B8D6.solomonedwards.com,CHIC-L-8460B8D6"
"CHIC-L-8460B8D6$","CHIC-L-8460B8D6","RestrictedKrbHost","CHIC-L-8460B8D6,CHIC-L-8460B8D6.solomonedwards.com"
"CHIC-L-8460B8D6$","CHIC-L-8460B8D6","HOST","CHIC-L-8460B8D6,CHIC-L-8460B8D6.solomonedwards.com"
"PHL-L-EDGE1038$","PHL-L-EDGE1038","TERMSRV","PHL-L-EDGE1038,PHL-L-EDGE1038.solomonedwards.com"
"PHL-L-EDGE1038$","PHL-L-EDGE1038","RestrictedKrbHost","PHL-L-EDGE1038,PHL-L-EDGE1038.solomonedwards.com"
"PHL-L-EDGE1038$","PHL-L-EDGE1038","HOST","PHL-L-EDGE1038,PHL-L-EDGE1038.solomonedwards.com"
"HOU-L-EDGENERY$","HOU-L-EDGENERY","TERMSRV","HOU-L-EDGENERY,Hou-L-EDGENERY.solomonedwards.com"
"HOU-L-EDGENERY$","HOU-L-EDGENERY","RestrictedKrbHost","HOU-L-EDGENERY,HOU-L-EDGENERY.solomonedwards.com"
"HOU-L-EDGENERY$","HOU-L-EDGENERY","HOST","HOU-L-EDGENERY,HOU-L-EDGENERY.solomonedwards.com"
"HOUC-L-W5201CRG$","HOUC-L-W5201CRG","RestrictedKrbHost","HOUC-L-W5201CRG,HOUC-L-W5201CRG.solomonedwards.com"
"HOUC-L-W5201CRG$","HOUC-L-W5201CRG","HOST","HOUC-L-W5201CRG,HOUC-L-W5201CRG.solomonedwards.com"
"HOUC-L-444029XB$","HOUC-L-444029XB","TERMSRV","houc-l-444029xb.solomonedwards.com,HOUC-L-444029XB"
"HOUC-L-444029XB$","HOUC-L-444029XB","RestrictedKrbHost","HOUC-L-444029XB,HOUC-L-444029XB.solomonedwards.com"
"HOUC-L-444029XB$","HOUC-L-444029XB","HOST","HOUC-L-444029XB,HOUC-L-444029XB.solomonedwards.com"
"NYC-L-444016ZL$","NYC-L-444016ZL","TERMSRV","NYC-L-444016ZL.solomonedwards.com,NYC-L-444016ZL"
"NYC-L-444016ZL$","NYC-L-444016ZL","RestrictedKrbHost","NYC-L-444016ZL.solomonedwards.com,NYC-L-444016ZL"
"NYC-L-444016ZL$","NYC-L-444016ZL","HOST","NYC-L-444016ZL.solomonedwards.com,NYC-L-444016ZL"
"HOUC-L-44402B5B$","HOUC-L-44402B5B","TERMSRV","HOUC-L-44402B5B,HOUC-L-44402B5B.solomonedwards.com"
"HOUC-L-44402B5B$","HOUC-L-44402B5B","RestrictedKrbHost","HOUC-L-44402B5B.solomonedwards.com,HOUC-L-44402B5B"
"HOUC-L-44402B5B$","HOUC-L-44402B5B","HOST","HOUC-L-44402B5B.solomonedwards.com,HOUC-L-44402B5B"
"HOUC-L-E510XRV5$","HOUC-L-E510XRV5","TERMSRV","HOUC-L-E510XRV5.solomonedwards.com,HOUC-L-E510XRV5"
"HOUC-L-E510XRV5$","HOUC-L-E510XRV5","RestrictedKrbHost","HOUC-L-E510XRV5.solomonedwards.com,HOUC-L-E510XRV5"
"HOUC-L-E510XRV5$","HOUC-L-E510XRV5","HOST","HOUC-L-E510XRV5.solomonedwards.com,HOUC-L-E510XRV5"
"HOUC-L-E520XRTM$","HOUC-L-E520XRTM","TERMSRV","HOUC-L-E520XRTM.solomonedwards.com,HOUC-L-E520XRTM"
"HOUC-L-E520XRTM$","HOUC-L-E520XRTM","RestrictedKrbHost","HOUC-L-E520XRTM.solomonedwards.com,HOUC-L-E520XRTM"
"HOUC-L-E520XRTM$","HOUC-L-E520XRTM","HOST","HOUC-L-E520XRTM.solomonedwards.com,HOUC-L-E520XRTM"
"HOUP-L-L510RFV7$","HOUP-L-L510RFV7","TERMSRV","HOUP-L-L510RFV7.solomonedwards.com,HOUP-L-L510RFV7"
"HOUP-L-L510RFV7$","HOUP-L-L510RFV7","RestrictedKrbHost","HOUP-L-L510RFV7,HOUP-L-L510RFV7.solomonedwards.com"
"HOUP-L-L510RFV7$","HOUP-L-L510RFV7","HOST","HOUP-L-L510RFV7,HOUP-L-L510RFV7.solomonedwards.com"
"HOUP-L-510FF94$","HOUP-L-510FF94","TERMSRV","HOUP-L-510FF94.solomonedwards.com,HOUP-L-510FF94"
"HOUP-L-510FF94$","HOUP-L-510FF94","RestrictedKrbHost","HOUP-L-510FF94,HOUP-L-510FF94.solomonedwards.com"
"HOUP-L-510FF94$","HOUP-L-510FF94","HOST","HOUP-L-510FF94,HOUP-L-510FF94.solomonedwards.com"
"HOUP-L-SPEC1YDS$","HOUP-L-SPEC1YDS","TERMSRV","HOUP-L-SPEC1YDS.solomonedwards.com,HOUP-L-SPEC1YDS"
"HOUP-L-SPEC1YDS$","HOUP-L-SPEC1YDS","RestrictedKrbHost","HOUP-L-SPEC1YDS,HOUP-L-SPEC1YDS.solomonedwards.com"
"HOUP-L-SPEC1YDS$","HOUP-L-SPEC1YDS","HOST","HOUP-L-SPEC1YDS,HOUP-L-SPEC1YDS.solomonedwards.com"
"HOUC-L-8460B70P$","HOUC-L-8460B70P","TERMSRV","HOUC-L-8460B70P.solomonedwards.com,HOUC-L-8460B70P"
"HOUC-L-8460B70P$","HOUC-L-8460B70P","RestrictedKrbHost","HOUC-L-8460B70P.solomonedwards.com,HOUC-L-8460B70P"
"HOUC-L-8460B70P$","HOUC-L-8460B70P","HOST","HOUC-L-8460B70P.solomonedwards.com,HOUC-L-8460B70P"
