"Name","AdminCount","GroupCategory","GroupScope","ManagedBy","SID","SIDHistory","Description","whenCreated","whenChanged","DistinguishedName","CanonicalName"
"Exchange Services","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-2894","","Exchange Services","7/11/2002 6:56:50 AM","5/13/2021 2:40:33 PM","CN=Exchange Services,CN=Users,DC=solomonedwards,DC=com","solomonedwards.com/Users/Exchange Services"
"Magellan Health","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-27718","","","7/21/2017 1:47:41 PM","5/13/2021 2:40:26 PM","CN=Magellan Health,OU=Magellan Health,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Magellan Health/Magellan Health"
"BlueRidgePartners","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-29902","","","8/4/2017 1:42:56 PM","5/13/2021 2:40:26 PM","CN=BlueRidgePartners,OU=Blue Ridge Partners,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Blue Ridge Partners/BlueRidgePartners"
"AppleLG","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-27733","","","8/29/2017 1:37:01 PM","5/13/2021 2:40:26 PM","CN=AppleLG,OU=Apple LG,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Apple LG/AppleLG"
"Avantor","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-29918","","","10/9/2017 2:09:57 PM","5/13/2021 2:40:26 PM","CN=Avantor,OU=Avantor,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Avantor/Avantor"
"Hawc","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-29928","","","10/23/2017 2:07:36 PM","5/13/2021 2:40:26 PM","CN=Hawc,OU=Hawc,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Hawc/Hawc"
"ERA","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-29935","","","11/13/2017 3:56:33 PM","5/13/2021 2:40:26 PM","CN=ERA,OU=ERA,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/ERA/ERA"
"ADAuditPlusWS","","Security","DomainLocal","","S-1-5-21-1191714633-765097213-697575874-28209","","ADAudit Plus","8/18/2017 2:48:45 PM","5/13/2021 2:40:26 PM","CN=ADAuditPlusWS,CN=Users,DC=solomonedwards,DC=com","solomonedwards.com/Users/ADAuditPlusWS"
"Netskope - Banking","","Distribution","Global","","S-1-5-21-1191714633-765097213-697575874-28309","","","11/1/2017 4:29:30 PM","4/1/2025 3:46:55 PM","CN=Netskope - Banking,OU=Netskope,OU=I.T. Services,OU=Corporate Services,OU=PA - King of Prussia,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/PA - King of Prussia/Corporate Services/I.T. Services/Netskope/Netskope - Banking"
"SEG - Houston Consulting and Banking - FTE","","Distribution","Universal","Administrator","S-1-5-21-1191714633-765097213-697575874-28214","","","8/24/2017 7:54:10 PM","4/1/2025 3:46:55 PM","CN=SEG - Houston Consulting and Banking - FTE,CN=Users,DC=solomonedwards,DC=com","solomonedwards.com/Users/SEG - Houston Consulting and Banking - FTE"
"Netskope - Accounting","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-28312","","","11/1/2017 4:31:02 PM","7/17/2024 9:59:11 PM","CN=Netskope - Accounting,OU=Netskope,OU=I.T. Services,OU=Corporate Services,OU=PA - King of Prussia,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/PA - King of Prussia/Corporate Services/I.T. Services/Netskope/Netskope - Accounting"
"Netskope - HR","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-28311","","","11/1/2017 4:30:47 PM","3/6/2025 5:24:40 PM","CN=Netskope - HR,OU=Netskope,OU=I.T. Services,OU=Corporate Services,OU=PA - King of Prussia,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/PA - King of Prussia/Corporate Services/I.T. Services/Netskope/Netskope - HR"
"Flowserve","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-27784","","","11/27/2017 7:44:34 PM","11/27/2024 5:08:40 PM","CN=Flowserve,OU=Mail Enable Security Groups,OU=z - Groups,OU=PA - King of Prussia,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/PA - King of Prussia/z - Groups/Mail Enable Security Groups/Flowserve"
"Netskope - Recruiters","","Distribution","Global","","S-1-5-21-1191714633-765097213-697575874-28310","","","11/1/2017 4:30:22 PM","3/15/2025 5:12:41 PM","CN=Netskope - Recruiters,OU=Netskope,OU=I.T. Services,OU=Corporate Services,OU=PA - King of Prussia,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/PA - King of Prussia/Corporate Services/I.T. Services/Netskope/Netskope - Recruiters"
"GP Test Users","","Security","Universal","","S-1-5-21-1191714633-765097213-697575874-18446","S-1-5-21-507921405-1202660629-1343024091-8794","GPO and Policy Test Users","10/3/2013 7:11:43 PM","5/13/2021 2:40:57 PM","CN=GP Test Users,OU=Legacy M2 Groups,OU=z - Groups,OU=SF - Msquared,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/SF - Msquared/z - Groups/Legacy M2 Groups/GP Test Users"
"ADAuditPlusFS","","Security","DomainLocal","","S-1-5-21-1191714633-765097213-697575874-28208","","ADAudit Plus","8/18/2017 2:31:43 PM","5/13/2021 2:40:26 PM","CN=ADAuditPlusFS,CN=Users,DC=solomonedwards,DC=com","solomonedwards.com/Users/ADAuditPlusFS"
"Cancer Genetics","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-29922","","","10/11/2017 7:06:34 PM","5/13/2021 2:40:26 PM","CN=Cancer Genetics,OU=Cancer Genetics,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Cancer Genetics/Cancer Genetics"
"RGP","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-27841","","","1/25/2018 2:49:43 PM","5/13/2021 2:40:26 PM","CN=RGP,OU=FlowServe,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/FlowServe/RGP"
"SF - Collabrus","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-18131","","","1/22/2014 10:52:20 PM","7/25/2024 3:09:43 PM","CN=SF - Collabrus,OU=z - Groups,OU=SF - Msquared,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/SF - Msquared/z - Groups/SF - Collabrus"
"SEG - Houston Project Consultants","","Security","Universal","","S-1-5-21-1191714633-765097213-697575874-8090","","","1/18/2008 2:26:39 PM","11/6/2025 5:01:55 PM","CN=SEG - Houston Project Consultants,OU=Distribution Groups,OU=z - Groups,OU=TX - Houston,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/TX - Houston/z - Groups/Distribution Groups/SEG - Houston Project Consultants"
"LGM","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-30006","","","2/16/2018 2:52:16 PM","5/13/2021 2:40:28 PM","CN=LGM,OU=LGM,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/LGM/LGM"
"Inova","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-27850","","","2/21/2018 3:58:06 PM","5/13/2021 2:40:28 PM","CN=Inova,OU=Inova,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Inova/Inova"
"Rand Logistics","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-30013","","","3/19/2018 8:12:42 PM","5/13/2021 2:40:28 PM","CN=Rand Logistics,OU=Rand Logistics,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Rand Logistics/Rand Logistics"
"Phoenix Services","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-27867","","","3/21/2018 5:39:44 PM","5/13/2021 2:40:28 PM","CN=Phoenix Services,OU=Phoenix Services,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Phoenix Services/Phoenix Services"
"Berkadia","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-30037","","","6/12/2018 2:20:51 PM","5/13/2021 2:40:28 PM","CN=Berkadia,OU=Berkadia,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Berkadia/Berkadia"
"ArmstongFlooring","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-26803","","","2/27/2017 9:51:37 PM","5/13/2021 2:40:28 PM","CN=ArmstongFlooring,OU=Armstrong Flooring,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Armstrong Flooring/ArmstongFlooring"
"FlowServeClients","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-27804","","","12/5/2017 3:22:39 PM","5/13/2021 2:40:28 PM","CN=FlowServeClients,OU=FlowServe,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/FlowServe/FlowServeClients"
"SEG-Quad FTE's-1766322379","","Distribution","Universal","","S-1-5-21-1191714633-765097213-697575874-33306","","","9/19/2019 3:53:54 PM","11/6/2025 8:42:12 PM","CN=SEG - QUAD Search,OU=Z - Company Groups,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/Z - Company Groups/SEG - QUAD Search"
"DrFirst","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-28133","","","6/30/2017 2:53:21 PM","5/13/2021 2:40:28 PM","CN=DrFirst,OU=DrFirst,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/DrFirst/DrFirst"
"CTX_Users","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-34902","","","9/6/2019 2:43:20 PM","10/17/2025 2:43:20 PM","CN=CTX_Users,OU=Access Groups,OU=Rapidscale,DC=solomonedwards,DC=com","solomonedwards.com/Rapidscale/Access Groups/CTX_Users"
"ncb","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-31472","","","7/20/2018 5:02:12 PM","5/13/2021 2:40:28 PM","CN=ncb,OU=National Cooperative Bank,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/National Cooperative Bank/ncb"
"Fleet Logistics","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-31474","","","7/23/2018 6:23:04 PM","5/13/2021 2:40:28 PM","CN=Fleet Logistics,OU=Fleet Logistics,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Fleet Logistics/Fleet Logistics"
"Contracts","","Security","Universal","","S-1-5-21-1191714633-765097213-697575874-18422","S-1-5-21-507921405-1202660629-1343024091-8783","SSG Contracts Folder","10/3/2013 7:11:37 PM","5/13/2021 2:40:31 PM","CN=Contracts,OU=Legacy M2 Groups,OU=z - Groups,OU=SF - Msquared,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/SF - Msquared/z - Groups/Legacy M2 Groups/Contracts"
"PenFed","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-26526","","","9/25/2015 4:43:31 PM","5/13/2021 2:40:28 PM","CN=PenFed,OU=PenFed,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/PenFed/PenFed"
"CTX_Test","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-34903","","","9/6/2019 2:43:35 PM","2/21/2025 4:09:32 PM","CN=CTX_Test,OU=Access Groups,OU=Rapidscale,DC=solomonedwards,DC=com","solomonedwards.com/Rapidscale/Access Groups/CTX_Test"
"LiveAction Inc","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-31514","","","8/30/2018 9:04:28 PM","5/13/2021 2:40:28 PM","CN=LiveAction Inc,OU=LiveAction Inc,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/LiveAction Inc/LiveAction Inc"
"QuadPrintGroup","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-29471","","","9/24/2019 5:02:11 PM","10/31/2025 2:38:29 PM","CN=QuadPrintGroup,OU=QuadGroups,OU=Quad,DC=solomonedwards,DC=com","solomonedwards.com/Quad/QuadGroups/QuadPrintGroup"
"M3","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-30075","","","9/11/2018 8:24:08 PM","5/13/2021 2:40:28 PM","CN=M3,OU=M3,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/M3/M3"
"C2C","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-33380","","","10/23/2019 6:09:19 PM","11/7/2025 4:25:21 PM","CN=C2C,DC=solomonedwards,DC=com","solomonedwards.com/C2C"
"OTC Mirion","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-31540","","","10/1/2018 4:11:31 PM","5/13/2021 2:40:28 PM","CN=OTC Mirion,OU=OTC Mirion,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/OTC Mirion/OTC Mirion"
"Expense Help-1-721153847","","Distribution","Universal","Zdravko V. Markov","S-1-5-21-1191714633-765097213-697575874-29516","","","10/17/2019 4:43:15 PM","10/17/2025 2:43:20 PM","CN=Expense Help,OU=Distribution Groups,OU=z - Groups,OU=PA - King of Prussia,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/PA - King of Prussia/z - Groups/Distribution Groups/Expense Help"
"us.gt","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-30088","","","10/8/2018 4:27:56 PM","5/13/2021 2:40:28 PM","CN=us.gt,OU=Fleet Logistics,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Fleet Logistics/us.gt"
"Enersys","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-27641","","","5/5/2017 7:35:40 PM","5/13/2021 2:40:31 PM","CN=Enersys,OU=Enersys,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Enersys/Enersys"
"US Pack","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-31493","","","8/10/2018 4:32:30 PM","5/13/2021 2:40:28 PM","CN=US Pack,OU=US Pack,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/US Pack/US Pack"
"VTS","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-27547","","","2/2/2017 3:41:27 PM","5/13/2021 2:40:31 PM","CN=VTS,OU=VTS,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/VTS/VTS"
"WKMR","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-30094","","","10/23/2018 1:36:44 PM","5/13/2021 2:40:28 PM","CN=WKMR,OU=US Pack,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/US Pack/WKMR"
"esp","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-34403","","Ed's Special Project","12/3/2019 8:42:11 PM","5/13/2021 2:40:31 PM","CN=esp,OU=Ed's Special Project,OU=- Corporate Executives,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/- Corporate Executives/Ed's Special Project/esp"
"Press Ganey","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-31414","","","5/22/2018 5:13:48 PM","5/13/2021 2:40:28 PM","CN=Press Ganey,OU=Press Ganey,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Press Ganey/Press Ganey"
"bball-11332393775","","Distribution","Universal","Zdravko V. Markov","S-1-5-21-1191714633-765097213-697575874-33984","","","1/7/2020 4:36:46 PM","3/28/2023 6:08:29 PM","CN=EdBaumBball,OU=bball group,OU=- Corporate Executives,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/- Corporate Executives/bball group/EdBaumBball"
"Renpure","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-30015","","","3/23/2018 3:42:44 PM","5/13/2021 2:40:28 PM","CN=Renpure,OU=Renpure,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Renpure/Renpure"
"DnsAdmins","","Security","DomainLocal","","S-1-5-21-1191714633-765097213-697575874-1264","","DNS Administrators Group","6/22/2001 1:20:03 AM","5/13/2021 2:40:33 PM","CN=DnsAdmins,CN=Users,DC=solomonedwards,DC=com","solomonedwards.com/Users/DnsAdmins"
"LA-Share","","Security","Universal","","S-1-5-21-1191714633-765097213-697575874-18455","S-1-5-21-507921405-1202660629-1343024091-8657","Group used to grant access to Network Shares","10/3/2013 7:11:45 PM","5/13/2021 2:40:28 PM","CN=LA-Share,OU=Legacy M2 Groups,OU=z - Groups,OU=SF - Msquared,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/SF - Msquared/z - Groups/Legacy M2 Groups/LA-Share"
"Anexinet","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-30047","","","6/28/2018 4:45:42 PM","5/13/2021 2:40:33 PM","CN=Anexinet,OU=Anexinet,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Anexinet/Anexinet"
"Sharepoint Viewers","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-34540","","SEGWAY access","5/12/2020 4:07:28 PM","11/4/2025 3:50:15 PM","CN=Sharepoint Viewers,OU=I.T. Services,OU=Corporate Services,OU=PA - King of Prussia,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/PA - King of Prussia/Corporate Services/I.T. Services/Sharepoint Viewers"
"Marketing","","Security","Universal","","S-1-5-21-1191714633-765097213-697575874-15959","S-1-5-21-507921405-1202660629-1343024091-1213","Marketing Department","9/17/2012 3:40:31 PM","9/19/2025 6:42:35 PM","CN=Marketing,OU=Legacy M2 Groups,OU=z - Groups,OU=SF - Msquared,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/SF - Msquared/z - Groups/Legacy M2 Groups/Marketing"
"OneLogin SEG Legacy Project Consultants","","Security","Universal","","S-1-5-21-1191714633-765097213-697575874-35463","","","5/22/2020 3:52:47 PM","11/7/2025 4:25:21 PM","CN=OneLogin SEG Legacy Project Consultants,OU=Z - Company Groups,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/Z - Company Groups/OneLogin SEG Legacy Project Consultants"
"Netskope Web Mail Rule","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-32190","","","7/14/2018 10:34:26 PM","5/13/2021 2:40:28 PM","CN=Netskope Web Mail Rule,OU=Netskope,OU=I.T. Services,OU=Corporate Services,OU=PA - King of Prussia,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/PA - King of Prussia/Corporate Services/I.T. Services/Netskope/Netskope Web Mail Rule"
"OneLogin Collaburus Project Consultants","","Security","Universal","","S-1-5-21-1191714633-765097213-697575874-35465","","","5/22/2020 3:53:45 PM","6/21/2023 4:25:34 PM","CN=OneLogin Collaburus Project Consultants,OU=Z - Company Groups,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/Z - Company Groups/OneLogin Collaburus Project Consultants"
"Cardtronics","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-31593","","","1/28/2019 4:53:15 PM","5/13/2021 2:40:28 PM","CN=Cardtronics,OU=Cardtronics,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Cardtronics/Cardtronics"
"OneLogin SF Project Consultants","","Security","Universal","","S-1-5-21-1191714633-765097213-697575874-35464","","","5/22/2020 3:53:10 PM","9/25/2024 2:52:22 PM","CN=OneLogin SF Project Consultants,OU=Z - Company Groups,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/Z - Company Groups/OneLogin SF Project Consultants"
"VWR","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-24121","","","8/19/2015 9:14:26 PM","5/13/2021 2:40:28 PM","CN=VWR,OU=VWR,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/VWR/VWR"
"CTX_Admins","","Security","Universal","","S-1-5-21-1191714633-765097213-697575874-34905","","","9/9/2019 1:25:05 PM","1/23/2025 3:52:47 AM","CN=CTX_Admins,OU=Access Groups,OU=Rapidscale,DC=solomonedwards,DC=com","solomonedwards.com/Rapidscale/Access Groups/CTX_Admins"
"EY","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-27578","","","3/20/2017 8:26:19 PM","5/13/2021 2:40:28 PM","CN=EY,OU=EY,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/EY/EY"
"OneLogin SF-SEG-consultants","","Security","Universal","","S-1-5-21-1191714633-765097213-697575874-18746","","","12/10/2020 5:08:00 PM","12/22/2023 6:13:12 PM","CN=OneLogin SF-SEG-consultants,OU=Z - Company Groups,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/Z - Company Groups/OneLogin SF-SEG-consultants"
"Fidelis","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-31464","","","7/16/2018 4:05:27 PM","5/13/2021 2:40:28 PM","CN=Fidelis,OU=Fidelis,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Fidelis/Fidelis"
"SophosDomainUser","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-34767","","","1/11/2021 5:47:12 PM","5/13/2021 2:40:38 PM","CN=SophosDomainUser,CN=Users,DC=solomonedwards,DC=com","solomonedwards.com/Users/SophosDomainUser"
"Stanford","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-30143","","","6/5/2019 2:26:51 PM","5/13/2021 2:40:31 PM","CN=Stanford,OU=Stanford,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Stanford/Stanford"
"SophosDomainPowerUser","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-34768","","","1/11/2021 5:47:12 PM","5/13/2021 2:40:38 PM","CN=SophosDomainPowerUser,CN=Users,DC=solomonedwards,DC=com","solomonedwards.com/Users/SophosDomainPowerUser"
"EgnyteUsers","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-33172","","","6/13/2019 4:19:08 PM","11/4/2025 3:50:15 PM","CN=EgnyteUsers,OU=z - Groups,OU=PA - King of Prussia,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/PA - King of Prussia/z - Groups/EgnyteUsers"
"SophosDomainAdministrator","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-34769","","","1/11/2021 5:47:12 PM","5/13/2021 2:40:38 PM","CN=SophosDomainAdministrator,CN=Users,DC=solomonedwards,DC=com","solomonedwards.com/Users/SophosDomainAdministrator"
"JobScienceUsers","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-33173","","","6/13/2019 4:19:16 PM","10/31/2025 2:38:29 PM","CN=JobScienceUsers,OU=z - Groups,OU=PA - King of Prussia,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/PA - King of Prussia/z - Groups/JobScienceUsers"
"Barracuda Archive Users","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-37176","","","1/29/2021 4:04:42 PM","12/19/2022 7:40:31 PM","CN=Barracuda Archive Users,OU=Z - Company Groups,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/Z - Company Groups/Barracuda Archive Users"
"SSL-VPN","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-33175","","","6/18/2019 3:26:30 PM","10/17/2025 2:43:20 PM","CN=SSL-VPN,CN=Users,DC=solomonedwards,DC=com","solomonedwards.com/Users/SSL-VPN"
"SEG - Staff","","Distribution","Universal","","S-1-5-21-1191714633-765097213-697575874-37459","","","11/19/2021 6:48:27 PM","7/23/2025 3:01:05 PM","CN=SEG - Staff,OU=Z - Company Groups,OU=SolomonEdwardsGroup\, LLC,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/SolomonEdwardsGroup, LLC/Z - Company Groups/SEG - Staff"
"Childcare Development Services","","Security","Global","","S-1-5-21-1191714633-765097213-697575874-30152","","","6/20/2019 1:22:26 PM","5/13/2021 2:40:31 PM","CN=Childcare Development Services,OU=Childcare Development Services,OU=Project Based Accounts,OU=Organizational Units,DC=solomonedwards,DC=com","solomonedwards.com/Organizational Units/Project Based Accounts/Childcare Development Services/Childcare Development Services"
